"Mnemonic","OemCode","Manufacturer","ESTA Man Code","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"Oem_astera_led_technology_gmbh_10way_titan_powersupply_1","0x294E","Astera LED Technology GmbH","0x4173 ","10way Titan Powersupply","1","1","y","n","http://astera-led.com"
"Oem_atmosphere_media_gmbh_atmosphere_media_player_1","0x298D","atmosphere media gmbH","","atmosphere media player","0","1","n","n","http://www.atmosphere-media.com"
"Oem_atomica_peru_arri_skypanel_1","0x2950","atomica peru","","arri skypanel","1","1","y","y",""
"Oem_audioeffetti_ae_node4_1","0x2D4C","Audioeffetti","0X16A0","AE Node4","4","4","y","y","https://audioeffetti.com/it"
"Oem_audioeffetti_ae_node8_1","0x2D4D","Audioeffetti","0X16A0","AE Node8","8","8","y","y","https://audioeffetti.com/it"
"Oem_audioligh_hd217_1_1","0x294A","audioligh","","HD217 1","1","2","y","y",""
"Oem_audioligh_hd217_2_1","0x294B","audioligh","","HD217 2","1","8","y","y",""
"Oem_audiowerk_lc1_1","0x297B","Audiowerk","","LC1","0","2","y","n","audiowerk.at"
"Oem_aulios_gmbh_aulios_1","0x2C18","AULIOS GmbH","","AULIOS","32786","32786","n","y","https://www.aulios.com"
"Oem_automatic_devices_company_adc_clear_path_controller_1","0x2BD0","Automatic Devices Company","","ADC Clear Path Controller","1","1","n","n","https://adctracks.com/"
"Oem_avw_controls_ltd_qaxis_stage_automation_integration_with_lx_1","0x2AB1","AVW Controls Ltd","","QAxis Stage automation integration with LX","0","1","N","N","http://www.avw.co.uk/wordpress/?page_id=11"
"Oem_axion_lighting_axion_poe_wifi_dmx_controller_1","0x2CE2","Axion Lighting","0x0976","Axion PoE WiFi DMX Controller","0","1","y","n","https://axionlighting.com/"
"Oem_bafa_elektronik_ve_isik_tasarimlari_sanayii_ticaret_sti_zerolight16_1","0x2A47","Bafa Elektronik ve Isik Tasarimlari Sanayii Ticaret Sti","0x086C ","Zerolight16","16","16","n","n","http://www.zerolight.com.tr"
"Oem_banda_sonatas_sl_1000_1","0x2E0F","Banda Sonatas","","SL 1000","1","1","y","y","Banda Sonatas"
"Oem_bandhaus_straubing_ev_wireless2dmx_bridge_1","0x292C","Bandhaus Straubing eV","","Wireless2DMX Bridge","0","1","y","n","http://www.bandhaus.net"
"Oem_belayingpin_com_bpc_video_server_1","0x2A2B","Belayingpin com","","BPC Video Server","1","0","n","n","http://Belayingpin.com"
"Oem_benjamin_graf_ton_und_medientechnik_dmxrgbdisplay_1","0x2D5B","Benjamin Graf Ton und Medientechnik","0x0816","DmxRgbDisplay","16","0","n","n","https://bennigraf.de/"
"Oem_blinkinlabs_supersweet_1","0x2A04","Blinkinlabs","0x0201 ","SuperSweet","1","11","y","n","https://blinkinlabs.com"
"Oem_blizzard_lighting_llc_raven_1","0x2E01","Blizzard Lighting LLC","0x0104","Raven","0","2","y","y","https://www.blizzardpro.com/"
"Oem_blizzard_lighting_llc_stingray_1","0x2D84","Blizzard Lighting LLC","0x0104","Stingray","1","1","y","y","https://www.blizzardpro.com/"
"Oem_blizzard_lighting_stingray_dmx_app_1","0x2DCF","Blizzard Lighting","0x0104","Stingray DMX App","1","0","n","y","https://www.blizzardpro.com"
"Oem_blue_ridge_concepts_inc_eladnidesktop_1","0x2A00","Blue Ridge Concepts Inc","","EladniDesktop","1","4","y","n","http://www.BlueRidgeConcepts.com"
"Oem_bonkon_dmx_link_pro1_1","0x2A12","BonKon","","DMX Link Pro1","512","512","y","y","http://pugongying6.loioo.com/"
"Oem_brink_ventures_llc_blackout_lighting_console_1","0x29C7","Brink Ventures LLC","","Blackout Lighting Console","0","0","N","N","https://www.blackout-app.com/"
"Oem_briteq_beglec_nv_bt_node24_mk2_1","0x2C82","Briteq Beglec NV","0x2122","BT NODE24 Mk2","4","4","y","y","www.briteq-lighting.com"
"Oem_briteq_beglec_nv_bt_node28x_1","0x2DFC","BRITEQ Beglec NV","0x2122","BT NODE28x","8","8","y","y","www.briteq-lighting.com"
"Oem_briteq_beglec_nv_bti-blizzard_wash2s_1","0x2E2B","BRITEQ Beglec NV","0x2122","BTI-BLIZZARD WASH2s","1","1","y","y","https://briteq-lighting.com/bti-blizzard-wash2s"
"Oem_briteq_beglec_nv_bti_blizzard_bsw2_1","0x2D36","BRITEQ Beglec NV","0x2122","BTI BLIZZARD BSW2","1","1","y","y","www.briteq-lighting.com"
"Oem_briteq_beglec_nv_bti_blizzard_profile_1","0x2D35","BRITEQ Beglec NV","0x2122","BTI BLIZZARD PROFILE","1","1","y","y","www.briteq-lighting.com"
"Oem_briteq_beglec_nv_bti_blizzard_wash2_1","0x2D37","BRITEQ Beglec NV","0x2122","BTI BLIZZARD WASH2","1","1","y","y","www.briteq-lighting.com"
"Oem_briteq_beglec_nv_bti_lightstrike_ip66_1","0x2C83","Briteq Beglec NV","0x2122","BTI LIGHTSTRIKE IP66","1","1","y","y","www.briteq-lighting.com"
"Oem_briteq_beglec_nv_btx_skyran_1","0x2C71","BRITEQ Beglec NV","0x2122","BTX SKYRAN","32768","32768","y","y","www.briteq-lighting.com"
"Oem_briteq_btx_lightstrike_1","0x2BCC","Briteq","","BTX LIGHTSTRIKE","1","1","y","y","www.briteq-lighting.com"
"Oem_bsl_bv_epikon_1","0x299B","BSL BV","0x0114 ","Epikon","2","2","y","n","www.bsl-lighting.com"
"Oem_bsl_bv_node_2_1","0x2A41","BSL BV","0x0114 ","Node 2","2","2","y","n","www.bsl-lighting.com"
"Oem_bsl_bv_powernode_8_1","0x2A40","BSL BV","0x0114 ","PowerNode 8","0","8","n","n","www.bsl-lighting.com"
"Oem_buehler_electronic_gmbh_lsdigital_dmx_light_interface_1","0x294F","Buehler electronic GmbH LSdigital","","DMX Light Interface","0","1","y","n","http://www.lsdigital-shop.de/produkt/dmx-light-interface"
"Oem_bulldog_lighting_and_events_armani_cobra_4_1","0x2C5C","Bulldog Lighting and Events","0x120A","Armani Cobra 4","1","4","n","y","http://www.bulldoglighting.com"
"Oem_bulldog_lighting_and_events_diesel_12_1","0x2C5D","Bulldog Lighting and Events","0x120A","Diesel 12","1","4","n","y","http://www.bulldoglighting.com"
"Oem_bulldog_lighting_and_events_diesel_24_1","0x2C5E","Bulldog Lighting and Events","0x120A","Diesel 24","1","4","n","y","http://www.bulldoglighting.com"
"Oem_calvitia_limited_automation_controller_1","0x2E0A","Calvitia Limited","0x096e","Automation Controller","0","0","n","n","https://calvitia.com"
"Oem_calvitia_limited_wired_pixel_driver_1","0x2DBE","Calvitia Limited","0x096e","Wired Pixel Driver","0","64","n","n","https://calvitia.com"
"Oem_calvitia_limited_wireless_pixel_driver_1","0x2D79","Calvitia Limited","0x096e","Wireless Pixel Driver","0","8","n","n","https://calvitia.com"
"Oem_cameo_evos_w3_1","0x2AA7","Cameo","","Evos W3","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_h5_1","0x2AA8","Cameo","","Opus H5","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_h6_ip_1","0x2E31","Cameo","0x08A4","Opus H6 IP","2","2","y","y","https://www.cameolight.com/en/"
"Oem_cameo_opus_s5_1","0x2AAD","Cameo","","Opus S5","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_sp5_1","0x2AAC","cameo","","Opus SP5","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_sp5_fc_1","0x2AAA","Cameo","","Opus SP5 FC","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_sp6_fc_1","0x2E32","Cameo","0x08A4","OPUS SP6 FC","2","2","y","y","https://www.cameolight.com/en/"
"Oem_cameo_opus_sp6_ip_1","0x2E33","Cameo","0x08A4","OPUS SP6 IP","2","2","y","y","https://www.cameolight.com/en/"
"Oem_cameo_opus_x4_1","0x2CCC","Cameo","0x08A4","OPUS X4","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_x_1","0x2AA9","Cameo","","Opus X","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_oron_h2_1","0x2CCD","Cameo","0x08A4","ORON H2","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_otos_l16_1","0x2E09","Cameo","0x08A4","OTOS L16","2","2","y","y","https://www.cameolight.com/en/"
"Oem_cameo_otos_lc12_1","0x2E08","Cameo","0x08A4","OTOS LC12","2","2","y","y","https://www.cameolight.com/en/"
"Oem_cameo_otos_w12_1","0x2CC9","Cameo","0x08A4","OTOS W12","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_otos_w3_1","0x2CCB","Cameo","0x08A4","OTOS W3","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_otos_w6_1","0x2CCA","Cameo","0x08A4","OTOS W6","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_p6_1","0x2CC8","Cameo","0x08A4","P6","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_xnode_4_1","0x2AAE","Cameo","","XNODE 4","0","4","y","y","https://www.cameolight.com/de/"
"Oem_cameo_xnode_8_1","0x2AAB","Cameo","","XNODE 8","0","8","y","y","https://www.cameolight.com/de/"
"Oem_cb_electronics_tc_5_midi_timecode_interface_1","0x2C70","CB Electronics","0x07F2","TC 5 Midi Timecode Interface","0","0","n","n","www.cbelectronics.co.uk"
"Oem_cee_lighting_equipment_co_ltd_np4096_1","0x2DC8","CEE Lighting Equipment Co Ltd","0x0883","NP4096","8","8","y","y","http://www.ceechina.com"
"Oem_chamsys_ltd_magichd_1","0x2C84","ChamSys Ltd","0x050A","MagicHD","1","0","n","n","https://chamsyslighting.com/products/magicq?variant=7841688715300"
"Oem_chamsys_ltd_magicvis_1","0x2C85","ChamSys Ltd","0x050A","MagicVis","200","0","n","n","https://chamsyslighting.com/"
"Oem_chamsys_ltd_quickq_1","0x2C62","ChamSys Ltd","0x050A","QuickQ","0","4","y","y","https://chamsyslighting.com/collections/quickq-consoles"
"Oem_changsha_zmiot_co_ltd_zm-af8k_1","0x2DD7","Changsha ZMIOT Co Ltd","0x082B","ZM-AF8K","8","8","y","y","www.zm-iot.cn"
"Oem_changsha_zmiot_co_ltd_zm_af08_1","0x2DE2","Changsha ZMIOT Co Ltd","0x082b","ZM AF08","8","8","y","y","www.zm-iot.cn"
"Oem_chaostreff_backnang_ev_chaosdmx_1","0x2D4E","Chaostreff Backnang Ev","0X0928","ChaosDMX","2","2","y","n","https://chaostreff-backnang.de"
"Oem_chauvet_dj_dmx_an_1","0x2E0C","Chauvet DJ","0x21A4","DMX AN","2","2","y","n","http://www.chauvetdj.com/"
"Oem_chauvet_dmx_an_1","0x2BCF","CHAUVET","0x21A4 ","DMX AN","2","2","Y","Y",""
"Oem_chauvet_lighting_ovation_b_1965fc_1","0x29E9","Chauvet Lighting","0x21A4 ","Ovation B 1965FC","1","1","y","y","https://www.chauvetprofessional.com/products/ovation-b-1965fc/"
"Oem_chauvet_lighting_ovation_b_1965fc_2","0x29EA","Chauvet Lighting","0x21A4 ","Ovation B 1965FC","1","1","y","y","https://www.chauvetprofessional.com/products/ovation-b-1965fc/"
"Oem_chauvet_ovation_reve_2_profile_1","0x2DC4","Chauvet","0x21A4","Ovation Reve 2 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_color_strike_duo_1","0x2C2F","Chauvet Professional","0x21A4 ","Color Strike Duo","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_color_strike_l_1","0x2BDF","Chauvet Professional","0x21A4 ","Color STRIKE L","1","1","y","y","https://www.chauvetprofessional.com/"
"Oem_chauvet_professional_color_strike_m_1","0x2B37","Chauvet Professional","0x21A4 ","Color STRIKE M","1","1","y","y","http:www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_edge_1_1","0x2DC1","Chauvet Professional","0x21A4","COLORado Edge 1","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_edge_3_1","0x2DC0","Chauvet Professional","0x21A4","COLORado Edge 3","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_pxl_bar_16_1","0x2B83","Chauvet Professional","0x21A4 ","COLORado PXL BAR 16","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_pxl_bar_8_1","0x2B84","Chauvet Professional","0x21A4 ","COLORado PXL BAR 8","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_pxl_curve_12_1","0x2C1E","Chauvet Professional","0x21A4 ","COLORado PXL Curve 12","1","1","y","y","http://www.chauvetlighting.com"
"Oem_chauvet_professional_colorado_pxl_curve_1_1","0x2E24","Chauvet Professional","0x21A4","COLORado PXL CURVE 1","1","1","y","y","CHAUVET Professional"
"Oem_chauvet_professional_colorado_pxl_curve_5_1","0x2E40","CHAUVET Professional","0x21A4","COLORado PXL CURVE 5","1","1","y","y","CHAUVET Professional"
"Oem_chauvet_professional_colorado_solo_batten_1","0x29F4","Chauvet Professional","0x21A4 ","Colorado Solo Batten","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_solo_batten_4_1","0x29F3","Chauvet Professional","0x21A4 ","Colorado Solo Batten 4","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_colorado_solo_fl_1","0x2CFA","Chauvet Professional","0x21A4","COLORado Solo FL","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_epix_drive_4000x_ip_1","0x2C81","Chauvet Professional","0x21A4","Epix Drive 4000X IP","40","40","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_epix_drive_4x_ip_1","0x2DFF","Chauvet Professional","0x21A4","Epix Drive 4X IP","40","40","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_epix_flex_drive_1","0x2978","Chauvet Professional","0x21A4 ","Epix Flex Drive","2","0","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_epix_x1_ip_100cm_1","0x2DFE","Chauvet Professional","0x21A4","Epix X1 IP 100cm","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_epix_x1_ip_50cm_1","0x2DFD","Chauvet Professional","0x21A4","Epix X1 IP 50cm","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_ar111_dn_12w_1","0x2B24","Chauvet Professional","0x21A4 ","Logic AR111 DN 12W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_ar111_dn_24w_1","0x2B23","Chauvet Professional","0x21A4 ","Logic AR111 DN 24W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_cv_12w_1","0x2B29","Chauvet Professional","0x21A4 ","Logic CV 12W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_cv_24w_1","0x2B28","Chauvet Professional","0x21A4 ","Logic CV 24W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_drive_2x_1","0x2AEE","Chauvet Professional","0x21A4 ","Logic Drive 2X","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_drive_2xb_1","0x2B2A","Chauvet Professional","0x21A4 ","Logic Drive 2Xb","2","2","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_gz_12w_1","0x2B27","Chauvet Professional","0x21A4 ","Logic GZ 12W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_gz_48w_1","0x2B26","Chauvet Professional","0x21A4 ","Logic GZ 48W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_mr16_dn_6w_1","0x2B25","Chauvet Professional","0x21A4 ","Logic MR16 DN 6W","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_logic_poe_x_1","0x2B22","Chauvet Professional","0x21A4 ","Logic POE X","1","1","n","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maveric_force_x_spot_1","0x2D59","CHAUVET Professional","0x21A4","Maveric Force X Spot","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maveric_storm_1_flex_1","0x2D46","CHAUVET Professional","0X21A4","Maveric Storm 1 Flex","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_1_spot_1","0x2ABB","Chauvet Professional","0x21A4 ","Maverick Force 1 Spot","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_2_beam_1","0x2C1D","Chauvet Professional","0x21A4 ","Maverick Force 2 Beam","1","1","y","y","http://www.chauvetlighting.com"
"Oem_chauvet_professional_maverick_force_2_profile_1","0x2ABA","Chauvet Professional","0x21A4 ","Maverick Force 2 Profile","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_3_profile_1","0x2AB9","Chauvet Professional","0x21A4 ","Maverick Force 3 Profile","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_3_profile_2","0x2C1C","Chauvet Professional","0x21A4 ","Maverick Force 3 Profile","1","1","y","y","http://www.chauvetlighting.com"
"Oem_chauvet_professional_maverick_force_3_spot_1","0x2AB8","Chauvet Professional","0x21A4 ","Maverick Force 3 Spot","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_s_profile_1","0x2B30","Chauvet Professional","0x21A4 ","Maverick Force S Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_s_spot_1","0x2B31","Chauvet Professional","0x21A4 ","Maverick Force S Spot","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_x_profile_1","0x2D58","CHAUVET Professional","0x21A4","Maverick Force X Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_x_spot_1","0x2D57","CHAUVET Professional","0x21A4","Maverick Force X Spot","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk1_spot_1","0x295D","Chauvet Professional","0x21A4 ","Maverick MK1 Spot","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk2_profile_1","0x295A","Chauvet Professional","0x21A4 ","Maverick MK2 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk2_wash_1","0x295C","Chauvet Professional","0x21A4 ","Maverick MK2 Wash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_profile_1","0x29F2","Chauvet Professional","0x21A4 ","Maverick MK3 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_profile_cx_1","0x29F0","Chauvet Professional","0x21A4 ","Maverick MK3 Profile CX","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_profile_cx_2_1","0x2AB7","Chauvet Professional","0x21A4 ","Maverick MK3 Profile CX 2","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_spot_1","0x29F1","Chauvet Professional","0x21A4 ","Maverick MK3 Spot","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_wash_1","0x295B","Chauvet Professional","0x21A4 ","Maverick MK3 Wash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk_1_hybrid_1","0x2958","Chauvet Professional","0x21A4 ","Maverick MK 1 Hybrid","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk_pyxis_1","0x2959","Chauvet Professional","0x21A4 ","Maverick MK Pyxis","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_silens_1_profile_1","0x2ABC","Chauvet Professional","0x21A4 ","Maverick Silens 1 Profile","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_silens_1x_profile_1","0x2C91","Chauvet Professional","0x21A4","Maverick Silens 1X Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_silens_2_profile_1","0x2A14","Chauvet Professional","0x21A4 ","Maverick Silens 2 Profile","1","1","1","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_silens_2_solowash_1","0x2CC5","Chauvet Professional","0x21A4","Maverick Silens 2 SoloWash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_silens_2x_profile_1","0x2C90","Chauvet Professional","0x21A4","Maverick Silens 2X Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_1_beam_1","0x2C1F","Chauvet Professional","0x21A4 ","Maverick Storm 1 Beam","1","1","y","y","http://www.chauvetlighting.com"
"Oem_chauvet_professional_maverick_storm_1_hybrid_1","0x2C20","Chauvet Professional","0x21A4 ","Maverick Storm 1 Hybrid","1","1","y","y","http://www.chauvetlighting.com"
"Oem_chauvet_professional_maverick_storm_1l_hybrid_1","0x2D30","CHAUVET Professional","0x21A4","Maverick Storm 1L Hybrid","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_2_beamwash_1","0x2B8E","Chauvet Professional","0x21A4 ","Maverick Storm 2 BeamWash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_2_profile_1","0x2BBC","Chauvet Professional","0x21A4 ","Maverick Storm 2 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_2_profile_m_1","0x2CA8","Chauvet Professional","0x21A4","Maverick Storm 2 Profile M","1","2","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_3_beamwash_1","0x2C1B","Chauvet Professional","0x21A4 ","Maverick Storm 3 BeamWash","1","1","y","n","http://www.chauvetlighting.com"
"Oem_chauvet_professional_maverick_storm_3_profile_1","0x2D52","CHAUVET Professional","0x21A4","Maverick Storm 3 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_3x_beamwash_1","0x2CA6","Chauvet Professional","0x21A4","Maverick Storm 3X BeamWash","1","2","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_4_profile_1","0x2BBB","Chauvet Professional","0x21A4 ","Maverick Storm 4 Profile","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_storm_4_solowash_1","0x2C9A","Chauvet Professional","0x21A4","Maverick Storm 4 SoloWash","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_onair_b1_1","0x2C75","Chauvet Professional","0x21A4","onAir B1","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_onair_b4_1","0x2C74","Chauvet Professional","0x21A4","onAir B4","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_onair_b6_1","0x2C73","Chauvet Professional","0x21A4","onAir B6","1","1","y","y","www.chauvetprofessional.com"
"Oem_chauvet_professional_onair_ip_panel_3_1","0x2C04","Chauvet Professional","0x21A4 ","onAir IP Panel 3","1","1","y","y","https://www.chauvetprofessional.com/"
